Level	No	Chinese	Pinyin	English
6	674	巩固	gǒnggù	consolidate
6	675	共和国	gònghéguó	Republic
6	676	共计	gòngjì	count up to; sum to
6	677	共鸣	gòngmíng	resonance
6	678	勾结	gōujié	Collusion
6	679	钩子	gōuzi	hook
6	680	构思	gòusī	Design
6	681	孤独	gūdú	lonely
6	682	孤立	gūlì	isolated
6	683	辜负	gūfù	Live up to
6	684	姑且	gūqiě	Tentatively
6	685	古董	gǔdǒng	antique
6	686	古怪	gǔguài	cranky; wacky
6	687	股东	gǔdōng	stockholder
6	688	股份	gǔfèn	Shares
6	689	鼓动	gǔdòng	Agitation
6	690	骨干	gǔgàn	backbone
6	691	固然	gùrán	Of course
6	692	固体	gùtǐ	solid
6	693	固有	gùyǒu	Inherent
6	694	固执	gùzhi	stubborn
6	695	顾虑	gùlǜ	misgive; misgiving
6	696	顾问	gùwèn	adviser
6	697	故乡	gùxiāng	Hometown
6	698	故障	gùzhàng	fault
6	699	雇佣	gùyōng	hire
6	700	拐杖	guǎizhàng	cane
6	701	关怀	guānhuái	Care
6	702	关照	guānzhào	Take care of
6	703	官方	guānfāng	by the government official
6	704	观光	guānguāng	Sightseeing
6	705	管辖	guǎnxiá	dominate; rule
6	706	罐	guàn	pot
6	707	贯彻	guànchè	implement
6	708	灌溉	guàngài	irrigation
6	709	惯例	guànlì	convention
6	710	光彩	guāngcǎi	Brilliance
6	711	光辉	guānghuī	Glory
6	712	光芒	guāngmáng	Shine
6	713	光荣	guāngróng	glory
6	714	广阔	guǎngkuò	wide
6	715	规范	guīfàn	criterion; rule
6	716	规格	guīgé	standard; format
6	717	规划	guīhuà	Plan
6	718	规章	guīzhāng	Rules
6	719	归根到底	guīgēndàodǐ	at all time and place
6	720	归还	guīhuán	return
6	721	轨道	guǐdào	track
6	722	跪	guì	kneel
6	723	贵族	guìzú	noble
6	724	棍棒	gùnbàng	club; cudgel
6	725	国防	guófáng	national defense
6	726	国务院	guówùyuàn	The State Council
6	727	果断	guǒduàn	decisive
6	728	过度	guòdù	excessive
6	729	过渡	guòdù	transition
6	730	过奖	guòjiǎng	you flatter
6	731	过滤	guòlǜ	filter
6	732	过失	guòshī	fault
6	733	过问	guòwèn	Ask
6	734	过瘾	guòyǐn	Fun
6	735	过于	guòyú	too; excessively
6	736	嗨	hāi	hi
6	737	海拔	hǎibá	altitude
6	738	海滨	hǎibīn	Seaside
6	739	含糊	hánhu	vague
6	740	含义	hányì	signification; meanings
6	741	寒暄	hánxuān	exchange of conventional greetings
6	742	罕见	hǎnjiàn	peculiar; rare
6	743	捍卫	hànwèi	defend; guard
6	744	航空	hángkōng	aviation
6	745	航天	hángtiān	Space flight
6	746	航行	hángxíng	Sail
6	747	行列	hángliè	Ranks
6	748	豪迈	háomài	Heroic
6	749	毫米	háomǐ	millimeter
6	750	毫无	háowú	nothing
6	751	号召	hàozhào	call
6	752	耗费	hàofèi	cost
6	753	呵	hē	Oh
6	754	和蔼	hé’ǎi	Kindly
6	755	和解	héjiě	compromise
6	756	和睦	hémù	harmony
6	757	和气	héqi	kind; polite
6	758	和谐	héxié	Harmonious
6	759	合并	hébìng	merge
6	760	合成	héchéng	Synthesis
6	761	合伙	héhuǒ	cooperate; join hands with
6	762	合算	hésuàn	Cost-effective
6	763	嘿	hēi	
6	764	痕迹	hénjì	mark
6	765	狠心	hěnxīn	cruel hearted
6	766	恨不得	hènbude	Hate not
6	767	哼	hēng	Hum
6	768	横	héng	harsh and unreasonable; perverse
6	769	哄	hōng	fool
6	770	烘	hōng	Bake
6	771	轰动	hōngdòng	make a sensation; make a stir
6	772	宏观	hóngguān	Macroscopic
6	773	宏伟	hóngwěi	grand
6	774	洪水	hóngshuǐ	Flood
6	775	喉咙	hóulóng	throat
6	776	吼	hǒu	Roar
6	777	后代	hòudài	Offspring
6	778	后顾之忧	hòugùzhīyōu	Any menace from the “rear
6	779	后勤	hòuqín	logistics
6	780	候选	hòuxuǎn	candidate
6	781	忽略	hūlüè	ignore
6	782	呼唤	hūhuàn	call
6	783	呼啸	hūxiào	Whistling
6	784	呼吁	hūyù	call on; appeal
6	785	胡乱	húluàn	Casually
6	786	胡须	húxū	beard
6	787	湖泊	húpō	lake
6	788	花瓣	huābàn	Petal
6	789	花蕾	huālěi	bud
6	790	华丽	huálì	design
6	791	华侨	huáqiáo	overseas Chinese
6	792	画蛇添足	huàshétiānzú	Superfluous
6	793	化肥	huàféi	chemical fertilizer
6	794	化石	huàshí	Fossil
6	795	化验	huàyàn	Test
6	796	化妆	huàzhuāng	prink; make up
6	797	划分	huàfēn	Divide
6	798	话筒	huàtǒng	Microphone
6	799	欢乐	huānlè	Happy
6	800	还原	huányuán	reduction
6	801	环节	huánjié	link
6	802	缓和	huǎnhé	To moderate
6	803	患者	huànzhě	Patient
6	804	荒凉	huāngliáng	Desolate
6	805	荒谬	huāngmiù	ridiculous; nonsensical
6	806	荒唐	huāngtáng	absurd
6	807	黄昏	huánghūn	Dusk
6	808	皇帝	huángdì	Emperor
6	809	皇后	huánghòu	Queen
6	810	晃	huǎng	shake
6	811	恍然大悟	huǎngrándàwù	See light suddenly
6	812	挥霍	huīhuò	splurge; devour
6	813	辉煌	huīhuáng	brilliant
6	814	回报	huíbào	Return
6	815	回避	huíbì	obviate; slide over
6	816	回顾	huígù	review; look back
6	817	回收	huíshōu	recovery
6	818	悔恨	huǐhèn	Regret
6	819	毁灭	huǐmiè	Ruin
6	820	会晤	huìwù	Meet
6	821	汇报	huìbào	report
6	822	贿赂	huìlù	bribery
6	823	昏迷	hūnmí	coma
6	824	荤	hūn	meat
6	825	浑身	húnshēn	All
6	826	混合	hùnhé	blend
6	827	混乱	hùnluàn	confusion
6	828	混淆	hùnxiáo	confusion
6	829	混浊	hùnzhuó	Turbidity
6	830	活该	huógāi	You deserves it
6	831	活力	huólì	energy; vigor
6	832	火箭	huǒjiàn	rocket
6	833	火焰	huǒyàn	flame
6	834	火药	huǒyào	gunpowder
6	835	货币	huòbì	currency
6	836	基地	jīdì	base
6	837	基金	jījīn	fund
6	838	基因	jīyīn	gene
6	839	机动	jīdòng	Maneuver
6	840	机构	jīgòu	mechanism
6	841	机灵	jīling	wise; clever
6	842	机密	jīmì	Confidential
6	843	机械	jīxiè	Mechanics
6	844	机遇	jīyù	Opportunity
6	845	机智	jīzhì	tactful; resourceful
6	846	激发	jīfā	inspire
6	847	激励	jīlì	inspirit
6	848	激情	jīqíng	Passion
6	849	饥饿	jī’è	hunger
6	850	讥笑	jīxiào	fleer
6	851	极端	jíduān	extreme
6	852	极限	jíxiàn	limit
6	853	即便	jíbiàn	even if
6	854	即将	jíjiāng	soon
6	855	级别	jíbié	level
6	856	疾病	jíbìng	disease
6	857	嫉妒	jídù	Envy
6	858	及早	jízǎo	as soon as possible
6	859	急功近利	jígōngjìnlì	Be anxious to achieve quick success and get instant benefits
6	860	急剧	jíjù	sharp
6	861	急切	jíqiè	impatient eager; imperative
6	862	急于求成	jíyúqiúchéng	Be anxious for success
6	863	急躁	jízào	Impatient
6	864	籍贯	jíguàn	Place of origin
6	865	集团	jítuán	group
6	866	吉祥	jíxiáng	lucky; auspicious
6	867	给予	jǐyǔ	give
6	868	寄托	jìtuō	place on; consign or commit
6	869	继承	jìchéng	inherit
6	870	记性	jìxing	memory
6	871	记载	jìzǎi	Record
6	872	季度	jìdù	quarter (of a year)
6	873	季军	jìjūn	Third place
6	874	计较	jìjiào	Regardless of
6	875	忌讳	jìhuì	Taboo
6	876	寂静	jìjìng	Silent
6	877	纪要	jìyào	summary
6	878	技巧	jìqiǎo	Skill
6	879	迹象	jìxiàng	Sign
6	880	家常	jiācháng	the daily life of a family
6	881	家伙	jiāhuo	Fellow
6	882	家属	jiāshǔ	family members
6	883	家喻户晓	jiāyùhùxiǎo	widely known
6	884	加工	jiāgōng	machining
6	885	加剧	jiājù	exacerbate
6	886	佳肴	jiāyáo	Delicacy
6	887	夹杂	jiāzá	Inclusion
6	888	煎	jiān	Fried
6	889	坚定	jiāndìng	Firm, steadfast
6	890	坚固	jiāngù	strong
6	891	坚韧	jiānrèn	gritty; hard-bitten
6	892	坚实	jiānshí	solid
6	893	坚硬	jiānyìng	hard
6	894	监督	jiāndū	supervise
6	895	监视	jiānshì	Monitor
6	896	监狱	jiānyù	Prison
6	897	尖端	jiānduān	top end
6	898	尖锐	jiānruì	Sharp
6	899	艰难	jiānnán	difficult
6	900	拣	jiǎn	Pick
6	901	剪彩	jiǎncǎi	Ribbon-cutting
6	902	检讨	jiǎntǎo	A review
6	903	检验	jiǎnyàn	test
6	904	简化	jiǎnhuà	predigest
6	905	简陋	jiǎnlòu	simple and crude
6	906	简体字	jiǎntǐzì	simplified character
6	907	简要	jiǎnyào	in brief
6	908	溅	jiàn	splash
6	909	鉴别	jiànbié	differentiate
6	910	鉴定	jiàndìng	Appraisal
6	911	鉴于	jiànyú	In view of the fact that
6	912	间谍	jiàndié	espionage
6	913	间隔	jiàngé	interval
6	914	间接	jiànjiē	indirect
6	915	见多识广	jiànduōshíguǎng	Have great experience
6	916	见解	jiànjiě	Opinion
6	917	见闻	jiànwén	Informative
6	918	见义勇为	jiànyìyǒngwéi	Do boldly what is righteous
6	919	健全	jiànquán	sound
6	920	践踏	jiàntà	override
6	921	舰艇	jiàntǐng	Naval vessels
6	922	剑	jiàn	sword
6	923	将近	jiāngjìn	nearly
6	924	将军	jiāngjūn	General
6	925	将就	jiāng jiù	put up with
6	926	僵硬	jiāngyìng	stiff
6	927	桨	jiǎng	propeller
6	928	奖励	jiǎnglì	reward
6	929	奖赏	jiǎngshǎng	reward
6	930	降临	jiànglín	become of; befall; arrive
6	931	交叉	jiāochā	intercross
6	932	交代	jiāodài	hand over
6	933	交涉	jiāoshè	Negotiate
6	934	交易	jiāoyì	transaction
6	935	焦点	jiāodiǎn	focus
6	936	焦急	jiāojí	anxious
6	937	娇气	jiāoqì	effeminate
6	938	角落	jiǎoluò	corner
6	939	搅拌	jiǎobàn	mix up
6	940	缴纳	jiǎonà	Pay
6	941	侥幸	jiǎoxìng	by luck
6	942	教养	jiàoyǎng	train; upbringing; education
6	943	较量	jiàoliàng	Contest
6	944	皆	jiē	all
6	945	接连	jiēlián	One after another
6	946	阶层	jiēcéng	stratum
6	947	揭露	jiēlù	Expose
6	948	节奏	jiézòu	rhythm
6	949	节制	jiézhì	dicipline
6	950	杰出	jiéchū	outstanding
6	951	结晶	jiéjīng	result; finale
6	952	结局	jiéjú	Ending
6	953	结算	jiésuàn	Settlement
6	954	竭尽全力	jiéjìnquánlì	Strain every nerve
6	955	截至	jiézhì	By (time）
6	956	截止	jiézhǐ	due
6	957	解除	jiěchú	Relieve
6	958	解放	jiěfàng	liberate
6	959	解雇	jiěgù	fire
6	960	解剖	jiěpōu	anatomy
6	961	解散	jiěsàn	dissolution
6	962	解体	jiětǐ	Disintegrate
6	963	借鉴	jièjiàn	take example by
6	964	借助	jièzhù	With the help of
6	965	戒备	jièbèi	Alert
6	966	界限	jièxiàn	limit
6	967	津津有味	jīnjīnyǒuwèi	Eat with appetite
6	968	金融	jīnróng	Finance
6	969	紧迫	jǐnpò	urgent
6	970	锦上添花	jǐnshàngtiānhuā	icing on the cake
6	971	进而	jìn’ér	and then
6	972	进攻	jìngōng	attack
6	973	进化	jìnhuà	evolution
6	974	进展	jìnzhǎn	evolve; get along
6	975	近来	jìnlái	recently
6	976	浸泡	jìnpào	soak
6	977	晋升	jìnshēng	Promotion
6	978	茎	jīng	stalk; stem
6	979	精打细算	jīngdǎxìsuàn	pinch pennies
6	980	精华	jīnghuá	elite; distillate
6	981	精简	jīngjiǎn	simplify; condense
6	982	精密	jīngmì	exact; close
6	983	精确	jīngquè	accurate; exact
6	984	精通	jīngtōng	Master, be good at
6	985	精心	jīngxīn	Elaborate
6	986	精益求精	jīngyìqiújīng	keep improving
6	987	精致	jīngzhì	delicate
6	988	经费	jīngfèi	funds
6	989	经纬	jīngwěi	longitude and latitude
6	990	惊动	jīngdòng	Disturb
6	991	惊奇	jīngqí	Be surprised
6	992	惊讶	jīngyà	surprised
6	993	兢兢业业	jīngjīngyèyè	cautious and conscientious
6	994	井	jǐng	well
6	995	警告	jǐnggào	warning
6	996	警惕	jǐngtì	Be vigilant
6	997	颈椎	jǐngzhuī	cervical vertebra
6	998	敬礼	jìnglǐ	Salute
6	999	敬业	jìngyè	dedication (work)
6	1000	境界	jìngjiè	realm; extent reached
6	1001	竞赛	jìngsài	competition
6	1002	竞选	jìngxuǎn	Campaign for
6	1003	镜头	jìngtóu	Camera lens
6	1004	纠纷	jiūfēn	dissension; tangle
6	1005	纠正	jiūzhèng	correct
6	1006	酒精	jiǔjīng	alcohol
6	1007	救济	jiùjì	redress; relief
6	1008	就近	jiùjìn	Nearby
6	1009	就业	jiùyè	take up an occupation
6	1010	就职	jiùzhí	Inauguration
6	1011	鞠躬	jūgōng	Bow
6	1012	拘留	jūliú	detain
6	1013	拘束	jūshù	constrained; ill at ease
6	1014	居民	jūmín	residents
6	1015	居住	jūzhù	live
6	1016	局部	júbù	local
6	1017	局面	júmiàn	situation
6	1018	局势	júshì	Situation
6	1019	局限	júxiàn	limit; confine
6	1020	举动	jǔdòng	Move
6	1021	举世瞩目	jǔshìzhǔmù	attract worldwide attention
6	1022	举足轻重	jǔzúqīngzhòng	Play a decisive role
6	1023	咀嚼	jǔjué	Chew
6	1024	沮丧	jǔsàng	depressed
6	1025	剧本	jùběn	Script
6	1026	剧烈	jùliè	Severe
6	1027	聚精会神	jùjīnghuìshén	Concentrate one’s attention on
6	1028	据悉	jùxī	it is reported
6	1029	卷	juǎn	volume
6	1030	决策	juécè	make policy
6	1031	觉悟	juéwù	consciousness
6	1032	觉醒	juéxǐng	rouse; awake
6	1033	绝望	juéwàng	Despair
6	1034	倔强	juéjiàng	stubborn
6	1035	军队	jūnduì	army
6	1036	君子	jūnzǐ	gentleman
6	1037	卡通	kǎtōng	Cartoon
6	1038	开采	kāicǎi	exploit (mine)
6	1039	开除	kāichú	Expel
6	1040	开阔	kāikuò	open
6	1041	开朗	kāilǎng	Optimistic
6	1042	开明	kāimíng	enlightened
6	1043	开辟	kāipì	open up
6	1044	开拓	kāituò	open up; exploit
6	1045	开展	kāizhǎn	Develop
6	1046	开支	kāizhī	expenditure
6	1047	刊登	kāndēng	publish in a newspaper
6	1048	刊物	kānwù	Publication
6	1049	勘探	kāntàn	prospect for; prove up
6	1050	砍伐	kǎnfá	lop
6	1051	侃侃而谈	kǎnkǎn ér tán	chatting
6	1052	看待	kàndài	To view
6	1053	慷慨	kāngkǎi	generous
6	1054	扛	káng	Carry
6	1055	抗议	kàngyì	Protest
6	1056	考察	kǎochá	Investigate
6	1057	考古	kǎogǔ	Archaeology
6	1058	考核	kǎohé	examine; assess
6	1059	考验	kǎoyàn	test
6	1060	靠拢	kàolǒng	Close to
6	1061	磕	kē	Knock
6	1062	科目	kēmù	Subject
6	1063	渴望	kěwàng	Yearn
6	1064	可观	kěguān	considerable
6	1065	可口	kěkǒu	Delicious
6	1066	可恶	kěwù	loathsome; hateful
6	1067	可行	kěxíng	feasible
6	1068	刻不容缓	kèbùrónghuǎn	Brook no delay
6	1069	课题	kètí	topic
6	1070	克制	kèzhì	restrain
6	1071	客户	kèhù	Customer
6	1072	啃	kěn	Bite
6	1073	恳切	kěnqiè	fair-spoken
6	1074	坑	kēng	pit
6	1075	空洞	kōngdòng	empty
6	1076	空前绝后	kōngqiánjuéhòu	Unprecedented
6	1077	空想	kōngxiǎng	escapism; dream; phantasm
6	1078	空虚	kōngxū	vain; empty
6	1079	孔	kǒng	hole
6	1080	恐怖	kǒngbù	terror
6	1081	恐吓	kǒnghè	intimidate
6	1082	恐惧	kǒngjù	Fear
6	1083	空白	kòngbái	blank; vacancy
6	1084	空隙	kòngxì	interspaced; lacuna
6	1085	口气	kǒuqì	tone
6	1086	口腔	kǒuqiāng	mouth; oral cavity
6	1087	口头	kǒutóu	oral
6	1088	口音	kǒuyīn	accent
6	1089	扣	kòu	button
6	1090	哭泣	kūqì	cry
6	1091	枯燥	kūzào	Boring
6	1092	枯萎	kūwěi	withered
6	1093	苦涩	kǔsè	bitter
6	1094	苦尽甘来	kǔjìngānlái	All sufferings have their reward
6	1095	挎	kuà	carry on the arm
6	1096	跨	kuà	Cross
6	1097	快活	kuàihuo	happy
6	1098	宽敞	kuānchang	spacious; commodious
6	1099	宽容	kuānróng	tolerant
6	1100	款待	kuǎndài	Entertain
6	1101	款式	kuǎnshì	style
6	1102	筐	kuāng	basket
6	1103	旷课	kuàngkè	Absenteeism
6	1104	框架	kuàngjià	frame
6	1105	况且	kuàngqiě	moreover
6	1106	矿产	kuàngchǎn	mineral
6	1107	亏待	kuīdài	Treat
6	1108	亏损	kuīsǔn	loss
6	1109	捆绑	kǔnbǎng	binding
6	1110	扩充	kuòchōng	extend; enlarge
6	1111	扩散	kuòsàn	spread
6	1112	扩张	kuòzhāng	expand; outspread
6	1113	喇叭	lǎba	horn
6	1114	蜡烛	làzhú	candle
6	1115	啦	la	
6	1116	来历	láilì	Origin
6	1117	来源	láiyuán	source
6	1118	栏目	lánmù	column
6	1119	懒惰	lǎnduò	lazy
6	1120	狼狈	lángbèi	in sore straits; in a tight corner
6	1121	狼吞虎咽	lángtūnhǔyàn	devour like a wolf
6	1122	捞	lāo	Fishing
6	1123	唠叨	láodao	To nag
6	1124	牢固	láogù	solid
6	1125	牢骚	láosāo	Complain
6	1126	乐趣	lèqù	pleasure
6	1127	乐意	lèyì	Happy
6	1128	雷达	léidá	radar
6	1129	类似	lèisì	Similar
6	1130	冷酷	lěngkù	cool
6	1131	冷却	lěngquè	cooling
6	1132	冷落	lěngluò	indiffenrent
6	1133	愣	lèng	distracted
6	1134	黎明	límíng	Dawn
6	1135	里程碑	lǐchéngbēi	Milepost
6	1136	礼节	lǐjié	etiquette
6	1137	礼尚往来	lǐshàngwǎnglái	reci[rocity
6	1138	理睬	lǐcǎi	Acknowledge
6	1139	理所当然	lǐsuǒdāngrán	go without saying; of course
6	1140	理直气壮	lǐzhíqìzhuàng	one is assured and bold with justice
6	1141	理智	lǐzhì	reasonable
6	1142	粒	lì	grain (measure word)
6	1143	立场	lìchǎng	position
6	1144	立方	lìfāng	cube
6	1145	立交桥	lìjiāoqiáo	Overpass
6	1146	立体	lìtǐ	Three-dimensional
6	1147	立足	lìzú	Based on the
6	1148	历代	lìdài	past dynasties
6	1149	历来	lìlái	always
6	1150	利害	lìhài	Interest
6	1151	力所能及	lìsuǒnéngjí	Do everything in one’s power
6	1152	力争	lìzhēng	Strive to
6	1153	力求	lìqiú	strive for
6	1154	例外	lìwài	exception
6	1155	连年	liánnián	in successive years
6	1156	连锁	liánsuǒ	chain
6	1157	连同	liántóng	together with
6	1158	联欢	liánhuān	Gala
6	1159	联络	liánluò	liaison
6	1160	联盟	liánméng	union
6	1161	联想	liánxiǎng	association
6	1162	廉洁	liánjié	uncorrupted; clean-fingered
6	1163	良心	liángxīn	conscience
6	1164	晾	liàng	Dry
6	1165	谅解	liàngjiě	understanding
6	1166	辽阔	liáokuò	Vast
6	1167	列举	lièjǔ	list
6	1168	淋	lín	Shower
6	1169	临床	línchuáng	clinical
6	1170	吝啬	lìnsè	Stingy
6	1171	零星	língxīng	Sporadic
6	1172	凌晨	língchén	Before dawn
6	1173	灵感	línggǎn	inspiration
6	1174	灵魂	línghún	soul
6	1175	灵敏	língmǐn	sensitive
6	1176	伶俐	línglì	Clever
6	1177	领会	lǐnghuì	Understand
6	1178	领事馆	lǐngshìguǎn	Consulate
6	1179	领土	lǐngtǔ	territory
6	1180	领悟	lǐngwù	Understand
6	1181	领先	lǐngxiān	keep ahead
6	1182	领袖	lǐngxiù	leader
6	1183	溜	liū	Slip
6	1184	留恋	liúliàn	be reluctant to leave
6	1185	留念	liúniàn	As a souvenir
6	1186	留神	liúshén	Watch
6	1187	流浪	liúlàng	lead a vagrant life; rove; roam about
6	1188	流露	liúlù	reveal
6	1189	流氓	liúmáng	rogue
6	1190	流通	liútōng	circulation
6	1191	聋哑	lóngyǎ	Deaf-mute
6	1192	隆重	lóngzhòng	ceremonious
6	1193	垄断	lǒngduàn	monopoly
6	1194	笼罩	lǒngzhào	Shrouded
6	1195	搂	lǒu	Hug
6	1196	炉灶	lúzào	A kitchen stove
6	1197	轮船	lúnchuán	Ship
6	1198	轮廓	lúnkuò	outline
6	1199	轮胎	lúntāi	tyre
6	1200	论坛	lùntán	forum
6	1201	论证	lùnzhèng	Demonstration
6	1202	啰唆	luōsuo	troublesome, wordy
6	1203	落成	luòchéng	Completion
6	1204	落实	luòshí	put into effect
6	1205	络绎不绝	luòyìbùjué	Go and fro in constant streams
6	1206	屡次	lǚcì	Repeatedly
6	1207	履行	lǚxíng	Perform
6	1208	掠夺	lüèduó	plunder
6	1209	麻痹	mábì	lull; blunt; paralysis
6	1210	麻木	mámù	numbness
6	1211	麻醉	mázuì	narcosis
6	1212	码头	mǎtóu	wharf
6	1213	蚂蚁	mǎyǐ	ant
6	1214	嘛	ma	
6	1215	埋伏	máifú	Ambush
6	1216	埋没	máimò	immerse oneself in
6	1217	埋葬	máizàng	bury
6	1218	迈	mài	Wallace
6	1219	脉搏	màibó	pulse
6	1220	埋怨	mányuàn	Complain
6	1221	慢性	mànxìng	chronic
6	1222	漫长	màncháng	Very long
6	1223	漫画	mànhuà	Cartoon
6	1224	蔓延	mànyán	spread; creep
6	1225	忙碌	mánglù	Be busy
6	1226	茫茫	mángmáng	vast; boundless
6	1227	茫然	mángrán	Blank
6	1228	盲目	mángmù	blind
6	1229	冒充	màochōng	Posing
6	1230	冒犯	màofàn	offend
6	1231	茂盛	màoshèng	Lush
6	1232	枚	méi	measure word for medal
6	1233	媒介	méijiè	agent; medium
6	1234	美观	měiguān	Beautiful
6	1235	美满	měimǎn	happy; perfect
6	1236	美妙	měimiào	wonderful
6	1237	萌芽	méngyá	bud; sprout
6	1238	猛烈	měngliè	violent
6	1239	眯	mī	take a nap
6	1240	弥补	míbǔ	remedy; offset
6	1241	弥漫	mímàn	permeate; fill the air
6	1242	迷惑	míhuò	puzzle; delude
6	1243	迷人	mírén	charming
6	1244	迷信	míxìn	superstition
6	1245	谜语	míyǔ	Riddle
6	1246	密度	mìdù	density
6	1247	密封	mìfēng	Seal up
6	1248	棉花	miánhua	cotton
6	1249	免得	miǎndé	lest
6	1250	免疫	miǎnyì	immune
6	1251	勉励	miǎnlì	Encourage
6	1252	勉强	miǎnqiǎng	reluctantly
6	1253	面貌	miànmào	face
6	1254	面子	miànzi	prestige; face
6	1255	描绘	miáohuì	describe; portray
6	1256	瞄准	miáozhǔn	aim
6	1257	渺小	miǎoxiǎo	Tiny
6	1258	藐视	miǎoshì	contempt
6	1259	蔑视	mièshì	disparage; scorn
6	1260	灭亡	mièwáng	perish
6	1261	民间	mínjiān	nongovernmental
6	1262	民主	mínzhǔ	democratic
6	1263	敏捷	mǐnjié	agile
6	1264	敏锐	mǐnruì	keen
6	1265	明明	míngmíng	Obviously
6	1266	明智	míngzhì	wise
6	1267	名次	míngcì	Ranking
6	1268	名额	míng’é	Places
6	1269	名副其实	míngfùqíshí	Be worthy of the name
6	1270	名誉	míngyù	reputation
6	1271	命名	mìngmíng	call; nominate
6	1272	摸索	mōsuǒ	fumble; grope
6	1273	膜	mó	membrane
6	1274	摩擦	mócā	rub; scrape
6	1275	磨合	móhé	running-in
6	1276	模范	mófàn	model
6	1277	模式	móshì	mode; style
6	1278	模型	móxíng	Model
6	1279	魔鬼	móguǐ	devil; demon
6	1280	魔术	móshù	Magic
6	1281	抹杀	mǒshā	write off; obliterate
6	1282	莫名其妙	mòmíng-qímiào	without rhyme or reason
6	1283	默默	mòmò	silently
6	1284	墨水儿	mòshuǐr	book learning
6	1285	谋求	móuqiú	seek
6	1286	模样	múyàng	Appearance
6	1287	母语	mǔyǔ	Mother tongue
6	1288	目睹	mùdǔ	witness; see with one’s eyes
6	1289	目光	mùguāng	Eye
6	1290	沐浴	mùyù	Bath
6	1291	拿手	náshǒu	Good
6	1292	纳闷儿	nàmènr	feel puzzle
6	1293	耐用	nàiyòng	durable
6	1294	南辕北辙	nányuánběizhé	have nothing in common
6	1295	难得	nándé	rare
6	1296	难堪	nánkān	Embarrassed
6	1297	难能可贵	nánnéngkěguì	Praiseworthy for one’s excellent conduct
6	1298	恼火	nǎohuǒ	angry; take fire
6	1299	内涵	nèihán	connotation
6	1300	内幕	nèimù	Insider
6	1301	内在	nèizài	inherent
6	1302	能量	néngliàng	energy
6	1303	拟定	nǐdìng	study out
6	1304	逆行	nìxíng	retrograde motion
6	1305	年度	niándù	year
6	1306	捏	niē	Pinch
6	1307	拧	níng	Screw
6	1308	凝固	nínggù	freezing
6	1309	凝聚	níngjù	condensation
6	1310	凝视	níngshì	gaze; stare
6	1311	宁肯	nìngkěn	would rather than
6	1312	宁愿	nìngyuàn	would rather
6	1313	纽扣儿	niǔkòur	button
6	1314	扭转	niǔzhuǎn	Reverse
6	1315	浓厚	nónghòu	dense
6	1316	农历	nónglì	Lunar calendar
6	1317	奴隶	núlì	slave
6	1318	挪	nuó	move; shift
6	1319	虐待	nüèdài	To abuse
6	1320	哦	o	Oh
6	1321	殴打	ōudǎ	beat up; hit; drub
6	1322	偶像	ǒuxiàng	idol
6	1323	呕吐	ǒutù	vomit
6	1324	趴	pā	Lie
6	1325	排斥	páichì	exclude
6	1326	排除	páichú	eliminate; remove; debar
6	1327	排练	páiliàn	rehearse
6	1328	排放	páifàng	discharge
6	1329	徘徊	páihuái	wander
6	1330	派别	pàibié	faction; group
6	1331	派遣	pàiqiǎn	send; dispatch
6	1332	攀登	pāndēng	Climb
6	1333	盘旋	pánxuán	convolute; hover
6	1334	畔	pàn	bank, side
6	1335	判决	pànjué	Sentence
6	1336	庞大	pángdà	enormous
6	1337	抛弃	pāoqì	throw over; abandon; discard
6	1338	泡沫	pàomò	bubble; froth
6	1339	培育	péiyù	Cultivation
6	1340	配备	pèibèi	Equipment
6	1341	配偶	pèi’ǒu	consort; mate
6	1342	配套	pèitào	form a complete set
6	1343	盆地	péndì	basin
6	1344	烹饪	pēngrèn	cooking
6	1345	捧	pěng	Holding
6	1346	劈	pī	split
6	1347	批发	pīfā	wholesale
6	1348	批判	pīpàn	critique
6	1349	疲惫	píbèi	tired out; exhausted
6	1350	疲倦	píjuàn	Tired
6	1351	皮革	pígé	leather
6	1352	屁股	pìgu	Butt
6	1353	譬如	pìrú	for example
6	1354	偏差	piānchā	error; deviation
6	1355	偏见	piānjiàn	prejudice
6	1356	偏僻	piānpì	out of the way; devious; outlying
6	1357	偏偏	piānpiān	Just
6	1358	片断	piànduàn	Fragment
6	1359	片刻	piànkè	a while; a moment
6	1360	飘扬	piāoyáng	Flying
6	1361	漂浮	piāofú	Float
6	1362	撇	piē	cast aside
6	1363	拼搏	pīnbó	go all out in work
6	1364	拼命	pīnmìng	Try my best
6	1365	频繁	pínfán	frequently
6	1366	频率	pínlǜ	frequency
6	1367	贫乏	pínfá	poor; lacking indigent
6	1368	贫困	pínkùn	Poor
6	1369	品尝	pǐncháng	Taste
6	1370	品德	pǐndé	Character
6	1371	品质	pǐnzhì	quality
6	1372	品种	pǐnzhǒng	Varieties
6	1373	平凡	píngfán	ordinary
6	1374	平面	píngmiàn	plane
6	1375	平坦	píngtǎn	flat
6	1376	平行	píngxíng	Parallel
6	1377	平原	píngyuán	plain
6	1378	平庸	píngyōng	mediocre
6	1379	评估	pínggū	evaluate
6	1380	评论	pínglùn	comment
6	1381	屏障	píngzhàng	wall; barrier
6	1382	屏幕	píngmù	screen
6	1383	坡	pō	slope
6	1384	泼	pō	Splash
6	1385	颇	pō	quite; pretty
